7.621609942981812102e-02,6.113708221571546864e-02,1.441933107433179297e-02,7.031688445069680937e-02,4.786264687941348128e-02,6.834001716131953008e-02,5.987118415639113012e-02,5.948208665957681329e-02,5.239286156847957482e-02,5.180591697737253060e-02
4.648516814531600261e-18,4.934475137524652055e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.550070293475369312e-17,0.000000000000000000e+00,1.778091562876227272e-17,0.000000000000000000e+00
1.885605215390625256e-01,2.230212620249870936e-01,1.799699664120159859e-01,2.308474006574388337e-01,1.449100611233442859e-01,2.282473650771739138e-01,2.216911126017617195e-01,2.079980355739122211e-01,2.275782156679583002e-01,2.396677363270127425e-01
7.494547517306049400e-18,5.854691731421723944e-18,3.794707603699265519e-18,0.000000000000000000e+00,1.756407519426517183e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.344410693882025344e-17,1.084202172485504434e-19,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.016439536705160407e-18,1.752341761279696541e-17,0.000000000000000000e+00,0.000000000000000000e+00,4.004771774618332003e-18,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.310705880109731325e-18,3.035766082959412415e-18,6.776263578034402713e-18,0.000000000000000000e+00,6.590276309374875491e-03,2.014536522757465285e-03,1.291555837973357003e-17
8.265175599253810068e-02,8.091159732151186057e-02,5.501319618823034829e-02,7.733200777815790739e-02,1.069480722434773823e-01,4.455833612876342054e-02,4.672021451170616652e-02,1.190173836828483239e-01,7.425626014553743381e-02,4.182425012519352253e-02
7.054090384733813224e-18,0.000000000000000000e+00,1.475192580938089471e-17,0.000000000000000000e+00,6.342582709040200939e-18,7.995991022080595201e-19,0.000000000000000000e+00,0.000000000000000000e+00,2.290377089375627809e-17,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.222614453595284090e-18,4.536708465494031846e-18,0.000000000000000000e+00,2.358139725155972144e-18,0.000000000000000000e+00
3.181846780456589752e-01,2.803214568285293251e-01,3.033908539837855689e-01,2.203805615949253338e-01,2.796202021074603583e-01,2.391683840957818663e-01,2.645065675324190235e-01,2.531770656013870302e-01,2.291098581339231499e-01,2.698144236616106806e-01
