3.732365978781349014e-17,0.000000000000000000e+00,1.732012970545593333e-17,9.263773658627634522e-03,0.000000000000000000e+00,2.989687490628778477e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.392790752537817173e-02
0.000000000000000000e+00,8.944667923005411581e-19,0.000000000000000000e+00,0.000000000000000000e+00,5.163512846462214867e-18,0.000000000000000000e+00,0.000000000000000000e+00,4.878909776184769953e-19,0.000000000000000000e+00,9.893344823930227960e-18
3.088733617752865701e-01,3.187857581891995751e-01,3.252189004445114051e-01,3.566240404454577018e-01,3.691342766897923733e-01,3.642430069849923457e-01,3.511610233136173709e-01,3.313562331806373384e-01,3.485405910171434085e-01,3.437098560679584525e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.901419559996453401e-17,1.246832498358330099e-18,0.000000000000000000e+00,7.955333440612388785e-18,9.639234939753936318e-18,0.000000000000000000e+00,6.505213034913025834e-18,4.201283418381329682e-18
1.761828530288944705e-18,0.000000000000000000e+00,0.000000000000000000e+00,4.485886488658774596e-18,0.000000000000000000e+00,0.000000000000000000e+00,1.131297204352843225e-17,3.318057234187953876e-03,7.047314121155777858e-19,5.041540102057595618e-18
3.333921680392926135e-18,5.149960319306146062e-19,0.000000000000000000e+00,0.000000000000000000e+00,9.351243737687475743e-19,0.000000000000000000e+00,1.118083490375676255e-18,0.000000000000000000e+00,5.387129544537349386e-18,1.978668964786045592e-18
2.303929616531696922e-19,4.946672411965113980e-18,0.000000000000000000e+00,5.888573049311895957e-18,4.675621868843737872e-18,0.000000000000000000e+00,4.065758146820641026e-20,3.252606517456513302e-19,3.083199928005652849e-18,7.860465750519907147e-18
9.066640667410030829e-18,1.626303258728256651e-19,6.146071065277202490e-18,6.500130837229500802e-18,2.878556767949014272e-17,2.943608898298144538e-17,0.000000000000000000e+00,0.000000000000000000e+00,2.355429219724758075e-17,3.718813451625280209e-17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.626303258728256458e-18,1.328147661294742739e-18,0.000000000000000000e+00
7.179349514443662816e-03,1.342774982430471747e-02,3.463035664518408774e-02,2.004990918242400069e-02,3.857453987786908789e-02,6.429102061759991125e-03,3.699839913606783111e-18,4.391180579215475666e-03,2.167708247499194538e-02,1.253577908477945075e-03
0.000000000000000000e+00,5.029685446826476745e-03,9.073416930988065232e-18,8.268735631096479910e-18,3.957337929572091184e-18,2.642742795433417058e-18,1.852713731163713878e-02,0.000000000000000000e+00,9.334074737795626173e-03,1.355252715606880388e-17
1.117928344257642682e-02,6.325947129537917019e-03,3.682597794623824550e-04,1.518542223227188973e-02,1.295020107864305187e-02,1.547219261982595538e-02,2.114672953799873537e-02,1.466968117886000532e-02,1.073386432881773093e-02,4.621680131031242686e-03
5.927413760329388291e-03,1.103946101938762213e-02,4.045429356086538419e-18,0.000000000000000000e+00,3.361026734705063745e-18,3.354159587038304385e-02,1.637603103446864591e-02,0.000000000000000000e+00,1.076305353755450597e-02,1.337465127596483214e-02
0.000000000000000000e+00,6.451002926288751382e-18,9.757819552369539906e-19,6.329030181884132134e-18,0.000000000000000000e+00,0.000000000000000000e+00,7.111688625147104106e-18,2.312738759183141338e-17,0.000000000000000000e+00,0.000000000000000000e+00
6.369687763352338550e-18,0.000000000000000000e+00,6.139294801699168087e-18,0.000000000000000000e+00,1.573448402819588310e-17,0.000000000000000000e+00,0.000000000000000000e+00,1.989510986510900636e-17,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.404571325722361763e-19,6.928729508540176774e-19,0.000000000000000000e+00,4.499439015814843401e-18,0.000000000000000000e+00,0.000000000000000000e+00,1.147899050119027665e-17,0.000000000000000000e+00
1.227536500286283312e-03,1.734723475976807094e-18,1.323003146543150037e-02,2.509928029303942765e-17,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.177396820240864462e-04,9.595189226496714241e-18
1.301042606982605321e-18,1.559895875663519504e-17,8.145068820797352060e-18,1.397604362969595559e-17,8.673617379884035472e-19,1.840433187794143777e-17,5.393905808115383018e-18,5.149960319306146062e-18,0.000000000000000000e+00,2.125036258071588383e-17
0.000000000000000000e+00,2.412349833780247366e-18,3.638853541404474257e-18,0.000000000000000000e+00,0.000000000000000000e+00,4.675621868843737872e-18,1.355252715606880242e-20,0.000000000000000000e+00,4.906014830496907564e-18,1.382357769919017961e-18
0.000000000000000000e+00,2.371692252312040949e-18,7.375910400704679959e-02,8.131516293641283255e-19,8.348356728138384142e-18,9.784924606681677517e-18,0.000000000000000000e+00,1.460962427424217225e-17,1.328186218301663502e-02,1.921748350730556609e-17
