"","Replicate_1","Replicate_2","Replicate_3","Replicate_4","Replicate_5","Replicate_6","Replicate_7","Replicate_8","Replicate_9","Replicate_10","Replicate_11","Replicate_12","Replicate_13","Replicate_14","Replicate_15","Replicate_16","Replicate_17","Replicate_18","Replicate_19","Replicate_20","Replicate_21","Replicate_22","Replicate_23","Replicate_24","Replicate_25","Replicate_26","Replicate_27","Replicate_28","Replicate_29","Replicate_30","Replicate_31","Replicate_32","Replicate_33","Replicate_34","Replicate_35","Replicate_36","Replicate_37","Replicate_38","Replicate_39","Replicate_40","Replicate_41","Replicate_42","Replicate_43","Replicate_44","Replicate_45","Replicate_46","Replicate_47","Replicate_48","Replicate_49","Replicate_50","Replicate_51","Replicate_52","Replicate_53","Replicate_54","Replicate_55","Replicate_56","Replicate_57","Replicate_58","Replicate_59","Replicate_60","Replicate_61","Replicate_62","Replicate_63","Replicate_64","Replicate_65","Replicate_66","Replicate_67","Replicate_68","Replicate_69","Replicate_70","Replicate_71","Replicate_72","Replicate_73","Replicate_74","Replicate_75","Replicate_76","Replicate_77","Replicate_78","Replicate_79","Replicate_80","Replicate_81","Replicate_82","Replicate_83","Replicate_84","Replicate_85","Replicate_86","Replicate_87","Replicate_88","Replicate_89","Replicate_90","Replicate_91","Replicate_92","Replicate_93","Replicate_94","Replicate_95","Replicate_96","Replicate_97","Replicate_98","Replicate_99","Replicate_100"
"Signature 11",0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628,0.0178234586262628
"Signature 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 13",0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642,0.0326499217370642
"Signature 14",1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17,1.39788078759339e-17
"Signature 15",0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475,0.0114003030296475
"Signature 16",1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17,1.29589657030308e-17
"Signature 17",0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672,0.014001639251672
"Signature 18",1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18,1.16860582031682e-18
"Signature 19",1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16,1.09679850768306e-16
"Signature 20",0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417,0.0541043479200417
"Signature 21",0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949,0.0252436398215949
"Signature 22",0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287,0.0310699670449287
"Signature 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 24",0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859,0.0279344556043859
"Signature 25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Signature 27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
